"created_at","name","tokens","end_at"
2020-04-21 19:57:03,"Mike_Pence","President @realDonaldTrump and the @WhiteHouse Coronavirus Task Force have been working every single day to meet the needs of the American people. https://t.co/8dKc9bRd0L",2020-04-21 19:57:04
2020-04-21 19:55:42,"Mike_Pence","The men and women of @GEHealthcare have played a leading role in ensuring that our incredible health care providers have the resources and equipment they need to save lives, and we thank you. https://t.co/0govloiqOF",2020-04-21 19:55:43
2020-04-21 18:55:17,"Mike_Pence","Thank you @GovRonDeSantis for strongly leading the people of Florida during this challenging time for our Nation. We are all in this together. https://t.co/VqVPXAko4O",2020-04-21 18:55:18
2020-04-21 16:03:01,"Mike_Pence","Heading to Wisconsin with @SecAzar to visit with the amazing men and women at the @GEHealthcare factory in Madison who are working around the clock to manufacture ventilators. https://t.co/9KqZBgCZqM",2020-04-21 16:03:02
2020-04-20 23:22:38,"Mike_Pence","Today, on Yom HaShoah, we remember the six million Jewish lives lost during the Holocaust. We will never fail to honor their memory and we will always value the sanctity of every life and the dignity of every faith. https://t.co/nZNDUwMNy3",2020-04-20 23:22:39
2020-04-20 21:39:45,"Mike_Pence","https://t.co/ggb06andrF",2020-04-20 21:39:46
2020-04-20 21:04:24,"Mike_Pence","Good call at @fema with over 50 of our Nation’s Governors. We discussed expanding testing &amp; ways we can support States as they move towards safely reopening their communities. We'll continue to work closely with Governors across the Country as we face the Coronavirus together. https://t.co/bfuANsYB4A",2020-04-20 21:04:25
2020-04-20 15:09:30,"Mike_Pence","Thank you to @axon_us for teaming up with @PoliceFound to provide 8,000 Police Departments with masks, gloves and hand sanitizer to keep our amazing men and women serving on the thin blue line safe as they protect our fellow Americans across the Country. https://t.co/nnNjvll7v1",2020-04-20 15:09:31
2020-04-20 01:48:00,"Mike_Pence","As President @realDonaldTrump said this evening, we’re here to help and we will continue to make sure that Governors across the Country have the best advice and the best resources to put America back to work. https://t.co/5MvV53sSss",2020-04-20 01:48:01
2020-04-20 01:42:00,"Mike_Pence","One month ago we had done 80,000 Coronavirus tests in America and this weekend we cleared more than four million. We are testing more than one million Americans a week and we expect to have tested more than 5 million before the end of this month. https://t.co/GdFT0zJtZT",2020-04-20 01:42:01
2020-04-20 01:34:19,"Mike_Pence","No one wants to open America more than President @realDonaldTrump. We'll continue to work with Governors of every state &amp; with the President’s guidelines, we'll work in a way that we can consolidate the progress that we've made &amp; help move our states toward reopening our Country. https://t.co/aYuwwB5TmF",2020-04-20 01:34:20
2020-04-19 22:28:19,"Mike_Pence","https://t.co/rNvFNngP4b",2020-04-19 22:28:20
2020-04-19 15:42:12,"Mike_Pence","We are together as a Nation hastening the day when we will put the Coronavirus in the past and get America working again. https://t.co/iZpaoCIDT5",2020-04-19 15:42:13
2020-04-19 15:41:46,"Mike_Pence","President @realDonaldTrump has made it clear since the beginning of the Coronavirus that we have one objective and that is to save lives. In the last two months, the American people have stepped forward, embraced the guidelines and we're continuing to see encouraging results. https://t.co/1eObFSeMdw",2020-04-19 15:41:47
2020-04-19 15:41:06,"Mike_Pence","The progress the American people have made over the last few months is incredible and because of their extraordinary effort along with Governors across the County &amp; our incredible health care workers, we are continuing to see every day that cases &amp; hospitalizations are declining. https://t.co/bInYZNxOlJ",2020-04-19 15:41:07
2020-04-18 23:43:36,"Mike_Pence","For as the Old Book says, if you “rise on the wings of the dawn, if [you] settle on the far side of the sea,” even if you go up to the heavens, “even there His hand will guide [you], His right hand will hold [you] fast.”",2020-04-18 23:43:37
2020-04-18 23:43:35,"Mike_Pence","To the @AF_Academy Class of 2020: As you take to the air or space, know that you go with the confidence of your Commander-in-Chief and the support and prayers of the American people. May you ever know that He who brought you this far will never leave you or forsake you. https://t.co/szndEaNZ2m",2020-04-18 23:43:36
2020-04-18 22:57:00,"Mike_Pence","America has shown, like every graduate at the Air Force Academy, that we are a Nation of courage. With the courage, strength, and compassion of the American people, we’ll get through this, we will protect the most vulnerable and we will heal our land. https://t.co/LyRLrPbAr2",2020-04-18 22:57:01
2020-04-18 22:41:00,"Mike_Pence","In this time of trial and testing for our Nation, the courage demonstrated by the men and women of the @AF_Academy is an inspiration to every American. When hardship comes, Americans come together and rise to the challenge. https://t.co/8nd0rM9U39",2020-04-18 22:41:01
2020-04-18 21:45:58,"Mike_Pence","Today, 86 members of the @AF_Academy class were commissioned as the first company grade officers of @SpaceForceDoD! Thanks to President @realDonaldTrump’s leadership, @NASA announced that next month American astronauts will return to space on American rockets from American soil. https://t.co/WPpGDWVm9P",2020-04-18 21:45:59
2020-04-18 21:44:30,"Mike_Pence","Under President @realDonaldTrump’s leadership, we’ve made historic investments in our National defense &amp; made the strongest military in the history of the world stronger still. Today’s @AF_Academy graduates will be joining the best-equipped &amp; best-trained military in the history. https://t.co/CpSZwveEmU",2020-04-18 21:44:31
2020-04-18 21:42:50,"Mike_Pence","We gather at a time of crisis as the Coronavirus epidemic impacts our Nation &amp; the world. Like all of today’s graduates have done throughout their time at the @AF_Academy, the American people have risen to the challenge &amp; have met this moment with courage, resilience &amp; strength. https://t.co/r1gsCkptFv",2020-04-18 21:42:51
2020-04-18 17:42:26,"Mike_Pence","Honored to be at the @AF_Academy today for the 62nd graduation of the United States Air Force Academy. https://t.co/QKuHDsr1az",2020-04-18 17:42:27
2020-04-18 00:10:00,"Mike_Pence","Our best scientists and health care experts assess that states today have enough tests to implement the criteria of phase one of reopening America if they choose to do so. https://t.co/GDyyY5KPmc",2020-04-18 00:10:01
2020-04-18 00:07:00,"Mike_Pence","The American people should remain confident that at President @realDonaldTrump’s direction, we are going to continue to work every single day to make sure that states have the testing, resources and supplies they need to reopen their communities and to reopen America. https://t.co/nJb4dkt6Rg",2020-04-18 00:07:01
2020-04-17 23:59:21,"Mike_Pence","Because of the extraordinary efforts of the American people and because of the strong partnership the Federal Government has formed with states across the Country, we’re making progress, America. <U+0001F1FA><U+0001F1F8> https://t.co/G1sLD4Jjxo",2020-04-17 23:59:22
2020-04-17 22:22:20,"Mike_Pence","https://t.co/fQDbr3AHGC",2020-04-17 22:22:21
2020-04-17 17:01:10,"Mike_Pence","President @realDonaldTrump’s guidelines to Opening Up America Again focus on the most vulnerable and the mitigation of any risk of resurgence or the emergence of the Coronavirus in States where it is not yet emerged.
 
Learn more:  https://t.co/GMCzOJyS3s https://t.co/gX0XX7wpFa",2020-04-17 17:01:11
2020-04-17 01:22:30,"Mike_Pence","Thank you to Truckers across the Country for putting in long hours and working hard to make sure the American people have food on their tables and the resources they need as we face the Coronavirus together. #ThankATrucker https://t.co/UiZWcXsZbb",2020-04-17 01:22:31
2020-04-17 00:02:44,"Mike_Pence","Because of the cooperation of the American people and God’s grace, we are slowing the spread, we are flattening the curve, we have preserved the capacity of our health care system, and we have protected the most vulnerable. https://t.co/ndv0QHOoXA",2020-04-17 00:02:45
2020-04-17 00:02:24,"Mike_Pence","From the moment President @realDonaldTrump established the @WhiteHouse Coronavirus Task Force, he made it clear that we have no higher priority than the health and safety of the American people. https://t.co/ZTU6dYj5FU",2020-04-17 00:02:25
2020-04-16 23:27:22,"Mike_Pence","The new guidelines to Opening Up America Again are a product of science and the best common sense that President @realDonaldTrump has marshaled on the @WhiteHouse Coronavirus Task Force and from a broad range of advisers from across the Nation. https://t.co/r0YChqZEv4",2020-04-16 23:27:23
2020-04-16 22:05:28,"Mike_Pence","https://t.co/di8Qw32sAo",2020-04-16 22:05:29
2020-04-16 00:37:44,"Mike_Pence","President @realDonaldTrump and the entire @WhiteHouse are proud of our health care professionals and military medical personnel in uniform who have been deployed across the Country to serve the American people. On behalf of a grateful Nation, thank you. https://t.co/tgr34K1uW3",2020-04-16 00:37:45
2020-04-16 00:37:06,"Mike_Pence","The @US_FDA has announced efforts to facilitate the development and access to convalescent plasma. We urge recovered patients to contact their local plasma donation centers and donate. This is one more way that the American people can step forward and do their part. https://t.co/ybCZqaszm1",2020-04-16 00:37:07
2020-04-16 00:36:02,"Mike_Pence","Today, the @WhiteHouse Coronavirus Task Force met and we received the report that over 3.3 million tests have been conducted and more than 45,000 Americans have fully recovered. Because of the efforts of people all across our Country, we’re getting there, America. https://t.co/37x5RvbwJN",2020-04-16 00:36:03
2020-04-15 21:49:32,"Mike_Pence","https://t.co/X9JMi2iatL",2020-04-15 21:49:33
2020-04-15 18:43:22,"Mike_Pence","Thanks to @foxandfriends for focusing on our Daughter @charlipence’s efforts to make sure America’s kids stay informed about Coronavirus. So proud of our Charlotte!

Check out @charlipence’s “Littles News Briefing"": https://t.co/238tqgoJJv https://t.co/YrCrV9Vetl",2020-04-15 18:43:23
2020-04-15 14:41:19,"Mike_Pence","President @realDonaldTrump has made it clear, his top priority is the safety of the American people. We will continue to do everything we can and work through this challenging time together as a Nation.  
https://t.co/XZj5xVNnmi",2020-04-15 14:41:20
2020-04-15 14:40:56,"Mike_Pence","We’re going to listen very carefully to our health care experts and ensure that we have a sufficient amount of both the diagnostic and the surveillance testing to be able to allow businesses and educational institutes to reopen. https://t.co/bfAvc3ujSP",2020-04-15 14:40:57
2020-04-14 22:14:27,"Mike_Pence","https://t.co/2CIc9eMw00",2020-04-14 22:14:28
2020-04-14 22:04:30,"Mike_Pence","While we rightly as a Nation reflect on the more than 23,000 Americans who have succumbed to the Coronavirus, as a tribute to our health care workers, we also do well to reflect on more than 44,000 Americans who have fully recovered. https://t.co/0w1yKnJNkP",2020-04-14 22:04:31
2020-04-14 21:48:39,"Mike_Pence","Good meeting today with members of the @WhiteHouse Coronavirus Task Force on testing. Thanks to President @realDonaldTrump’s leadership, our public-private partnership has already performed more than 3.1 million tests and we're working everyday to increase testing Nationwide. https://t.co/BF2BATWFGz",2020-04-14 21:48:40
2020-04-14 00:58:10,"Mike_Pence","President @realDonaldTrump has made it a top priority to make sure that states have what they need when they need it. Because of our partnership with states across the Country, no one who has required a ventilator has been denied a ventilator in the United States of the America. https://t.co/0iANi8SoAP",2020-04-14 00:58:11
2020-04-14 00:57:00,"Mike_Pence","Early on, President @realDonaldTrump formed a public-private partnership with commercial labs, and today, more than 2.5 million tests have been performed. https://t.co/s3W8XAoQPz",2020-04-14 00:57:01
2020-04-14 00:22:23,"Mike_Pence","Thank you to a great American, Steven Eull, for going above and beyond and willing to give everything to help others during this tough time.
https://t.co/KgJb9rHn4T",2020-04-14 00:22:24
2020-04-13 21:48:39,"Mike_Pence","https://t.co/t4XZVmcfnv",2020-04-13 21:48:40
2020-04-13 16:05:07,"Mike_Pence","President @realDonaldTrump and the entire @WhiteHouse Coronavirus Task Force are stopping at nothing the protect the health of the American people. We will continue to work every day to get through this pandemic together as a Nation.
https://t.co/fNlEH5JeNs",2020-04-13 16:05:08
2020-04-13 15:06:39,"Mike_Pence","In addition to the 100,000 workers already hired, @Amazon is adding another 75,000 &amp; increasing hourly pay. Thank you, @Amazon for working every day to meet the needs of the American people as we face this pandemic together.
https://t.co/nDmoy02E6u",2020-04-13 15:06:40
2020-04-12 12:30:56,"Mike_Pence","“Why do you look for the living among the dead? He is not here. He is risen!” 

Karen and I are wishing a blessed and Happy Easter to everyone who greets the empty tomb today with full and grateful hearts! https://t.co/UdAKLljvt5",2020-04-12 12:30:57
2020-04-10 21:07:59,"Mike_Pence","As we go into this very special Easter weekend, we are grateful to all of the ministries across the Country continuing to provide for the needs of the American people. https://t.co/H6MtsrAMnN",2020-04-10 21:08:00
2020-04-10 21:05:43,"Mike_Pence","More the 5 billion supplies have be obligated to the States, 29,600 National Guard have been activated and at President @realDonaldTrump’s direction more than 4,700 active duty military personnel have been deployed to areas most impacted by the Coronavirus. https://t.co/njigAsFDTs",2020-04-10 21:05:44
2020-04-10 21:05:11,"Mike_Pence","On this Good Friday, there is Hope. https://t.co/uunelL7drk",2020-04-10 21:05:12
2020-04-10 19:51:42,"Mike_Pence","As our health care professionals continue to work on the front lines of this pandemic, putting the health of their patients first, we are grateful to @IndianaUniv for opening up their residences halls so that nurses and doctors can rest between shifts. https://t.co/qzlSOrEOMc",2020-04-10 19:51:43
2020-04-10 17:52:50,"Mike_Pence","https://t.co/SXeJCiVOBl",2020-04-10 17:52:51
2020-04-10 11:42:38,"Mike_Pence","Today, Karen &amp; I join Christians around the world in remembering the ultimate sacrifice Jesus made for us upon the Cross. 

“He was pierced for our transgressions, He was crushed for our iniquities; the punishment that brought us peace was on Him, &amp; by His wounds we are healed.” https://t.co/EDUhcXEc6L",2020-04-10 11:42:39
2020-04-10 00:58:06,"Mike_Pence","Today, President @realDonaldTrump, @FLOTUS, @SecondLady and I were honored to be a part of a conference call with mental health professionals from across the Country. We're with you. https://t.co/FFXgXEzflQ",2020-04-10 00:58:07
2020-04-10 00:57:39,"Mike_Pence","As we look at the data on a county by county basis, we continue to see evidence of stabilization because Americans everywhere are putting into practice the guidelines. It’s working, America. https://t.co/47Rxd72VXo",2020-04-10 00:57:40
2020-04-09 22:23:15,"Mike_Pence","https://t.co/TiCf1UbNnx",2020-04-09 22:23:16
2020-04-09 17:18:00,"Mike_Pence","We urge every American to visit https://t.co/RtlQat6o3F to learn how they can do their part to slow the spread. https://t.co/3Ti9zq3Be5",2020-04-09 17:18:01
2020-04-09 17:04:03,"Mike_Pence","Since our Nation’s founding, men &amp; women across the Country have answered the call to defend &amp; protect our liberty. Today, we honor over 500,000 American heroes who were captured while selflessly serving in the uniform of the United States. We salute you. https://t.co/5cuQw8Mck2",2020-04-09 17:04:04
2020-04-09 16:32:00,"Mike_Pence","We are starting to see evidence of the beginning of a stabilization which is a great credit to the American people who are practicing President @realDonaldTrump’s guidelines and following the advice of their state and local leaders. https://t.co/XFzUoke6iD",2020-04-09 16:32:01
2020-04-09 15:16:31,"Mike_Pence","America is the strongest, most prosperous Nation in the history of the world and we are going to do whatever it takes to get our Country through this challenging time. https://t.co/Dvy17PKGA4",2020-04-09 15:16:32
2020-04-09 01:27:00,"Mike_Pence","Each of us has a role to pay in slowing the spread and we ask that all Americans keep following the guidelines so that we can keep our loved ones safe and save lives. https://t.co/73ezkEyYjt",2020-04-09 01:27:01
2020-04-09 01:21:00,"Mike_Pence","To every American, thank you, we are with you. We are praying for the families who have suffered loss and we are working our hearts out to make sure our incredible health care workers have the resources they need to provide care and safely go home to their families. https://t.co/mBEfOC5bsJ",2020-04-09 01:21:01
2020-04-09 01:16:00,"Mike_Pence","The American people should be proud that more than 50 flights from all over the world are coming to the US with millions of supplies aboard. Working through @fema we are directing those resources to the communities most in need. https://t.co/3lyd5EVAIY",2020-04-09 01:16:01
2020-04-09 01:10:02,"Mike_Pence","Today, we received the good news that the first delivery of newly manufactured ventilators from @generalelectric and @HamiltonMedical arrived at the Strategic National Stockpile. https://t.co/RZCdrdmRgR",2020-04-09 01:10:03
2020-04-09 01:09:07,"Mike_Pence","At President @realDonaldTrump’s direction we hosted conference calls with Republican and Democrat members of the House of Representatives. We express our appreciation to @SpeakerPelosi and @GOPLeader Kevin McCarthy for convening these forums. https://t.co/m0w8IJajBN",2020-04-09 01:09:08
2020-04-08 21:46:01,"Mike_Pence","https://t.co/7yfCWO0Spy",2020-04-08 21:46:02
2020-04-08 21:06:35,"Mike_Pence","The @WhiteHouse Coronavirus Task Force had a conference call with the @HouseDemocrats Caucus. We provided updates on our efforts across the Country to increase testing, give States the resources they need and support the American people during this time. #AmericaWorksTogether",2020-04-08 21:06:36
2020-04-08 20:44:29,"Mike_Pence","Productive conference call with the @HouseGOP Conference &amp; the @WhiteHouse Coronavirus Task Force. We discussed testing efforts, our whole-of-America approach to combatting this virus &amp; what we are doing to protect the health of the American people. #AmericaWorksTogether",2020-04-08 20:44:30
2020-04-08 20:28:21,"Mike_Pence","Karen and I wish everyone celebrating around the United States and the world a blessed Passover. Chag Sameach!",2020-04-08 20:28:22
2020-04-08 16:47:14,"Mike_Pence","Thank you the amazing men and women working on the front lines across the Country. We are truly grateful for your commitment and service to the health of the American people as we fight the Coronavirus together as Nation. https://t.co/2akXYHwQN9",2020-04-08 16:47:15
2020-04-08 02:52:33,"Mike_Pence","https://t.co/HQuyFPlpsu",2020-04-08 02:52:34
2020-04-08 00:21:10,"Mike_Pence","Thank you to teachers across the Country for continuing to educate America’s next generation. We are grateful for your commitment to distance learning and keeping kids on the right path during this time. https://t.co/M0gic2xUzp",2020-04-08 00:21:11
2020-04-08 00:19:50,"Mike_Pence","By the end today, 3,000 military medical personnel will be on the ground in the greater New York City area. We salute these extraordinary patriotic Americans who have stepped forward to bring real relief to our health care workers. https://t.co/q08p73RvjG",2020-04-08 00:19:51
2020-04-08 00:19:07,"Mike_Pence","Today, I spoke to over 500 small business owners as well as food supply industry leaders. From farmers &amp; ranchers to distributors &amp; truckers, Americans are keeping food on the table for families around the Nation. Because of you, Americans have one less worry &amp; we thank you. https://t.co/RSsS0kUGVn",2020-04-08 00:19:08
2020-04-08 00:06:32,"Mike_Pence","Through following the advice of your state and local leaders and putting into practice President @realDonaldTrump’s guidance, know that you’re making a difference America. We’re all in this together. https://t.co/RZ4r3YRIck",2020-04-08 00:06:33
2020-04-07 21:41:16,"Mike_Pence","https://t.co/67kP2ocavl",2020-04-07 21:41:17
2020-04-07 20:20:37,"Mike_Pence","#AmericaWorksTogether https://t.co/9UEU7rrpHQ",2020-04-07 20:20:38
2020-04-07 19:52:03,"Mike_Pence","Productive call with @SecretarySonny &amp; CEOs from the meat &amp; grain industry. We'll continue to work through the challenges the Coronavirus brings to the food supply chain. Thank you to food supply workers everywhere for continuing to ensure Americans have food on their tables.",2020-04-07 19:52:04
2020-04-07 19:42:58,"Mike_Pence","Held a call with @SBAJovita &amp; the @NFIB to provide an update on the efforts of the Coronavirus Task Force. Over 71B has been disbursed from the #PaycheckProtectionProgram &amp; we’re working to ensure that small businesses have the support they need as we face this crisis together.",2020-04-07 19:42:59
2020-04-07 18:55:34,"Mike_Pence","To all of our amazing health care workers: There is a chorus of prayer going up every day for all of you. With your continued courageous service and with God’s help we will get through this together. https://t.co/XLNXQxJkwU",2020-04-07 18:55:35
2020-04-06 23:59:28,"Mike_Pence","By this evening, there will be 2,179 medical military personnel in New York City ready to assist. We are here for you and we will continue to work with states so they have the resources they need to combat the Coronavirus. https://t.co/P4SYj3aIvk",2020-04-06 23:59:29
2020-04-06 23:58:05,"Mike_Pence","As a result of the American people embracing social distancing, following President @realDonaldTrump’s guidelines, and putting into practice the advice of state and local leaders, we are seeing remarkable progress in many states. https://t.co/Om5lzDeQZr",2020-04-06 23:58:06
2020-04-06 21:39:59,"Mike_Pence","https://t.co/8uDyuBBhGq",2020-04-06 21:40:00
2020-04-06 20:01:28,"Mike_Pence","Thank you, @Airbnb. We are grateful to you for giving those taking care of the people of our great Nation a safe and clean place to stay. https://t.co/sc98lUzIGU",2020-04-06 20:01:29
2020-04-06 18:15:09,"Mike_Pence","Thank you, @Apple for stepping up once again to meet the needs of the American people and launching a company-wide effort to produce 1 million face shields per week for health care professionals.
https://t.co/jWOj5UPuUe",2020-04-06 18:15:10
2020-04-06 15:32:24,"Mike_Pence","American companies are continuing to rally behind our amazing health care workers. @AmericanExpress and @HiltonHotels will provide 1 million rooms to medical staffers working on the front lines of this pandemic.
https://t.co/5kLeEu2cHW",2020-04-06 15:32:25
2020-04-06 03:07:46,"Mike_Pence","What an inspiring story...
God bless them all.
https://t.co/SE7LunGJL6",2020-04-06 03:07:47
2020-04-06 01:54:04,"Mike_Pence","Thank you to a great American company, @HCAhealthcare, for working to get ventilators to NY &amp; NJ. In addition, rather than laying off their workers, HCA announced a special pandemic pay program for 40,000 employees. We’re grateful for their commitment to the American people.",2020-04-06 01:54:05
2020-04-06 01:05:48,"Mike_Pence","We are continuing to coordinate with Governor’s across the Country to ensure that they have the resources they need to support the people of their states. https://t.co/3WOesEZRrt",2020-04-06 01:05:49
2020-04-06 01:03:03,"Mike_Pence","At President @realDonaldTrump’s direction, we are sparing no expense, doing whatever it takes and marshaling the full force of the Federal Government to respond to the Coronavirus. https://t.co/MBHQAt6Qlv",2020-04-06 01:03:04
2020-04-05 22:53:50,"Mike_Pence","https://t.co/IVFE7DwKcI",2020-04-05 22:53:51
2020-04-05 20:12:26,"Mike_Pence","Thank you, @GovInslee. We’re all in this together. https://t.co/FqZoweUXs6",2020-04-05 20:12:27
2020-04-05 20:10:45,"Mike_Pence","Thank you, @OregonGovBrown. #InItTogether https://t.co/KdDfc9kwDm",2020-04-05 20:10:46
2020-04-05 16:58:13,"Mike_Pence","Today, we honor our Nation’s Gold Star Spouses. As we remember the fallen we also give thanks for the spirit and sacrifice of military spouses across the Country. <U+0001F1FA><U+0001F1F8>",2020-04-05 16:58:14
2020-04-05 16:37:18,"Mike_Pence",".@SecondLady &amp; I are wishing everyone a blessed Palm Sunday as we reflect on our Savior’s arrival into Jerusalem. Today, we continue to pray for our incredible first responders and health care workers on the front lines &amp; for the health &amp; safety of the American people.",2020-04-05 16:37:19
2020-04-04 22:59:50,"Mike_Pence","It is more important now than ever that every American follows President @realDonaldTrump’s guidelines. Visit https://t.co/RtlQasONc7 to learn more, protect yourself, and keep your loved ones safe. https://t.co/AyY6rGzKdg",2020-04-04 22:59:51
2020-04-04 22:48:17,"Mike_Pence","What health care workers are doing every day is inspiring. They’re not just doctors &amp; nurses, they’re family for people all across the Country &amp; we are truly grateful them every hour of every day. They are the hands &amp; feet of this Nation &amp; we will continue to pray for them. https://t.co/9VQwErlmIc",2020-04-04 22:48:18
2020-04-04 20:13:48,"Mike_Pence","https://t.co/ZrCoAcC2KR",2020-04-04 20:13:49
2020-04-03 23:17:57,"Mike_Pence","We will get through this together, America. https://t.co/KS19LHtyJy",2020-04-03 23:17:58
2020-04-03 23:16:58,"Mike_Pence","Today, we held a teleconference with commercial retailers and on the President’s behalf we thanked them for their patriotic commitment and for the way they have embraced and enacted President @realDonaldTrump’s Coronavirus Guidelines for America. https://t.co/spMxqhx1qP",2020-04-03 23:16:59
2020-04-03 23:14:14,"Mike_Pence","We want to commend Americans across the Country for putting into practice President @realDonaldTrump’s guidelines as well as following all of the measures state and local leaders are advising. #slowthespread https://t.co/XjJMOlHqFt",2020-04-03 23:14:15
2020-04-03 21:37:35,"Mike_Pence","During this time, we urge every American to follow President @realDonaldTrump’s guidelines so that we can keep the American people safe and healthy. Do your part and slow the spread. https://t.co/kNdSuQUh7V",2020-04-03 21:37:36
2020-04-03 21:24:38,"Mike_Pence","https://t.co/u065IzVNyO",2020-04-03 21:24:39
2020-04-02 21:22:14,"Mike_Pence","https://t.co/cpTux92FvH",2020-04-02 21:22:15
2020-04-02 13:26:34,"Mike_Pence","Do your part to slow the spread: https://t.co/UmJualMCUk",2020-04-02 13:26:35
2020-04-01 23:49:02,"Mike_Pence","Our top priority is the health of the American people and the best thing every American can do right now is follow President @realDonaldTrump’s 30 Days to Slow the Spread guidelines. https://t.co/Ws52lJEdbu",2020-04-01 23:49:03
2020-04-01 21:34:21,"Mike_Pence","https://t.co/SfEdJ2qaQQ",2020-04-01 21:34:22
2020-04-01 20:06:16,"Mike_Pence","Thank you, @Walmart and Team 7016! https://t.co/sSAuh7YLpq",2020-04-01 20:06:17
2020-04-01 17:55:47,"Mike_Pence","These are not numbers, these are Americans. They are our loved ones and we are doing everything we can to keep them safe. https://t.co/3OU3MvbvU0",2020-04-01 17:55:48
2020-04-01 17:03:47,"Mike_Pence","We’ll get through this together, America. https://t.co/VPV1wBzxjt",2020-04-01 17:03:48
2020-04-01 17:01:43,"Mike_Pence","The effort to combat the Coronavirus at the government level has been matched by companies around the Country like @Walmart where men and women are working around the clock to keep food on the table and get Americans the supplies they need. https://t.co/7tIm69LDNL",2020-04-01 17:01:44
2020-04-01 17:00:37,"Mike_Pence","When faced with the threat of the Coronavirus, President @realDonaldTrump took unprecedented action and suspended all travel from China, stood up the White House Coronavirus Task Force, and took bold and decisive steps to put the health of the American people first. https://t.co/eJksYLhJUv",2020-04-01 17:00:38
2020-04-01 16:57:36,"Mike_Pence","On behalf of a grateful Nation, thank you to all of the members of @Walmart Distribution Center Team 7016. We know you’re on the frontlines &amp; the way every one of you is rolling your sleeves up &amp; doing the work shows a lot about the way you love your neighbors &amp; your Country. https://t.co/dB86cojHry",2020-04-01 16:57:37
2020-04-30 02:26:32,"amyklobuchar","Love the ratings. Love burritos. But doesn’t the RBG book count for an extra point? https://t.co/SYsr0fUoSw",2020-04-30 02:26:33
2020-04-30 01:22:26,"amyklobuchar","The effects of coronavirus are scary for many families, but this treatment of using antibodies from recovered patients could save lives. My husband John’s story is like so many &amp; I’m so proud that he is helping others by donating his plasma. Learn more at https://t.co/qW1waNLnBt https://t.co/RfiqDuCrKT",2020-04-30 01:22:27
2020-04-30 00:00:26,"amyklobuchar",".@petebuttigieg and I have been wanting to get together since the campaign ended, so we’re doing it virtually tonight on @colbertlateshow! Make sure to tune in at 10:35 p.m. CT. https://t.co/2R3EUrUrs5",2020-04-30 00:00:27
2020-04-29 19:30:07,"amyklobuchar","We must protect our democracy by expanding vote by mail &amp; early voting.

We have a President who voted in the comfort of his own home &amp; every American should have that same right.

Thank you to the @NAACP for having me on to talk about the important issues we’re facing right now. https://t.co/7nGmxcSYU8",2020-04-29 19:30:08
2020-04-29 18:44:53,"amyklobuchar","Amid this crisis, @USCIS suspended interviews &amp; naturalization ceremonies, stopping those who are eligible to complete their citizenship. Sen. @CoryBooker, @SenCortezMasto &amp; I are calling for USCIS to use technology to allow these immigrants to finish their path to citizenship.",2020-04-29 18:44:54
2020-04-29 17:28:36,"amyklobuchar","Great to join the @OHDems for their virtual Election Night Party last night. We’re reminded every day that we need real leadership in the White House, not someone that’s just thinking about their next tweet.

We’re going everywhere (virtually) to win big in November. https://t.co/3oxeDfb4i7",2020-04-29 17:28:37
2020-04-29 17:03:45,"amyklobuchar","When so many people are working &amp; learning from home it’s critical we ensure all Americans have access to the internet. I joined @RepMarciaFudge @RepAnnaEshoo &amp; @SenatorDurbin to urge the FCC to ensure low-income families know the resources available to get broadband services. https://t.co/mBT1aYc3Uf",2020-04-29 17:03:46
2020-04-29 14:39:30,"amyklobuchar","It was an honor to join @NAACP and @AprilDRyan for a conversation about the impact this pandemic is having on the African American community. As this virus continues to spread across the country, we need to make sure we’re getting all Americans the resources they need. https://t.co/geocnFmWU9",2020-04-29 14:39:31
2020-04-29 02:09:35,"amyklobuchar","Right now, what gives me hope is ordinary people doing extraordinary things. The people who are taking care of their neighbors or calling to check in on others. And the front line workers who are risking their lives. Those acts of kindness are what keeps me going every day.",2020-04-29 02:09:36
2020-04-28 17:37:59,"amyklobuchar","Tackling this crisis is about coming together, not blaming people.

Let's stand up against the negative comments that aren’t based on truth, and move our country forward together with compassion and competence. 

I believe we can do that. https://t.co/ZiGNkHPOBx",2020-04-28 17:38:00
2020-04-28 17:02:13,"amyklobuchar","On #WorkersMemorialDay, we remember those who died &amp; suffered from hazardous work conditions. Right now, workers on the front lines are risking their lives to save others, many with a lack of protective equipment. Each day, I'm continuing the fight for the safety of all workers.",2020-04-28 17:02:14
2020-04-28 01:47:46,"amyklobuchar","""It goes away in April with the heat” 

“View coronavirus the same as the flu.”

“The U.S. has tested more people than any other country in the World.”

These are just three of over 16,000 lies we’ve heard from Donald Trump. 

Remember to vote in November.
https://t.co/wyJCv9Sj6V https://t.co/7Lr7AV22iG",2020-04-28 01:47:47
2020-04-28 01:09:46,"amyklobuchar",".@SpeakerPelosi is right.

During this crisis, meeting Americans' needs also means protecting our democracy by prioritizing vote by mail &amp; early voting.

Voting safely isn’t a partisan issue. We'll keep working to get resources for elections included in the next relief package. https://t.co/Dmv7bc2cWT",2020-04-28 01:09:47
2020-04-27 23:55:59,"amyklobuchar","Small businesses are the backbone of our economy. 21 colleagues joined me to call on the Administration to ensure that SBA loans reach struggling small businesses who truly need the money, not companies trying to game the system. 
https://t.co/1Te0G7Mhon",2020-04-27 23:56:00
